post,pre,ds,xcoord,ycoord,easting,northing,load_inv,load_int,vent_dist,village_id
2,2,2,112.22957,-7.96308,635563,9119709,44.9978,81.58365,8.70431,6
2,0,2,112.22967,-7.96299,635563,9119709,44.9978,81.58365,8.69165,6
0,0,2,112.23322,-7.96226,635813,9119709,45.7666,81.58365,8.29438,6
2,2,2,112.23358,-7.96218,636063,9119709,46.5535,81.58365,8.2544,6
2,2,2,112.23392,-7.96194,636063,9119709,46.5535,81.58365,8.21026,6
2,0,2,112.2338,-7.96167,636063,9119709,46.5535,81.58365,8.21312,6
2,2,2,112.23385,-7.96166,636063,9119709,46.5535,81.58365,8.20803,6
2,2,2,112.23337,-7.96159,635813,9119709,45.7666,81.58365,8.25519,6
2,0,2,112.23348,-7.96158,636063,9119709,46.5535,81.58365,8.24306,6
2,2,2,112.23274,-7.96148,635813,9119709,45.7666,81.58365,8.31763,6
0,2,2,112.23328,-7.96138,635813,9119709,45.7666,81.58365,8.25773,6
2,0,2,112.23289,-7.96149,635813,9119709,45.7666,81.58365,8.30237,6
2,0,2,112.23216,-7.96163,635813,9119709,45.7666,81.58365,8.38353,6
2,2,2,112.23313,-7.96124,635813,9119709,45.7666,81.58365,8.26889,6
2,2,2,112.23323,-7.96121,635813,9119709,45.7666,81.58365,8.25729,6
2,0,2,112.2331,-7.96101,635813,9119709,45.7666,81.58365,8.26366,6
0,0,2,112.23408,-7.96147,636063,9119709,46.5535,86.9628,8.17731,6
2,0,2,112.23463,-7.96136,636063,9119709,46.5535,86.9628,8.11505,6
0,0,2,112.23525,-7.96164,636063,9119709,46.5535,86.9628,8.06026,6
2,0,2,112.23538,-7.96121,636063,9119709,46.5535,86.9628,8.03216,6
3,0,3,112.23551,-7.96134,636063,9119709,46.5535,86.9628,8.02253,6
1,0,0,112.24053,-8.0196,636813,9113209,4.90097,16.80903,11.43895,7
1,0,0,112.2403,-8.01974,636563,9113209,4.90484,16.80903,11.46633,7
1,0,0,112.24046,-8.01976,636813,9113209,4.90097,16.80903,11.45726,7
1,0,0,112.23994,-8.01966,636563,9113209,4.90484,16.80903,11.4838,7
1,0,0,112.24014,-8.01967,636563,9113209,4.90484,16.80903,11.47145,7
1,0,0,112.24003,-8.01953,636563,9113459,5.46213,16.80903,11.46752,7
1,0,0,112.24008,-8.01947,636563,9113459,5.46213,16.80903,11.45854,7
1,0,0,112.23978,-8.01957,636563,9113459,5.46213,16.80903,11.48693,7
1,0,0,112.23973,-8.01988,636563,9113209,4.90484,16.80903,11.51763,7
1,0,0,112.2395,-8.01975,636563,9113209,4.90484,16.80903,11.52204,7
1,2,0,112.23927,-8.01965,636563,9113209,4.90484,16.80903,11.52892,7
1,0,0,112.2392,-8.01961,636563,9113209,4.90484,16.80903,11.53023,7
1,2,0,112.23912,-8.01961,636563,9113209,4.90484,16.80903,11.53642,7
1,2,0,112.23906,-8.01958,636563,9113459,5.46213,16.80903,11.53761,7
1,0,0,112.2393,-8.01937,636563,9113459,5.46213,16.80903,11.50348,7
1,0,0,112.23877,-8.01949,636563,9113459,5.46213,16.80903,11.54967,7
1,0,0,112.23888,-8.01952,636563,9113459,5.46213,16.80903,11.54459,7
1,0,0,112.23886,-8.01961,636563,9113209,4.90484,16.80903,11.55399,7
1,0,0,112.23867,-8.01946,636563,9113459,5.46213,16.80903,11.55402,7
1,0,0,112.23863,-8.01954,636563,9113459,5.46213,17.37764,11.56377,7
1,0,0,112.23862,-8.0196,636563,9113209,4.90484,17.37764,11.56967,7
1,0,0,112.23905,-8.01916,636563,9113459,5.46213,16.80903,11.50196,7
1,0,0,112.23911,-8.01931,636563,9113459,5.46213,16.80903,11.51102,7
1,0,0,112.23916,-8.0192,636563,9113459,5.46213,16.80903,11.49808,7
1,0,0,112.23896,-8.0191,636563,9113459,5.46213,16.80903,11.50307,7
1,0,0,112.23894,-8.01917,636563,9113459,5.46213,16.80903,11.51127,7
1,2,0,112.23861,-8.01898,636563,9113459,5.46213,17.37764,11.51738,7
1,0,0,112.23872,-8.01902,636563,9113459,5.46213,16.80903,11.51362,7
1,0,0,112.23875,-8.01892,636563,9113459,5.46213,16.80903,11.50257,7
2,2,0,112.23823,-8.01924,636563,9113459,5.46213,17.37764,11.56618,7
1,0,0,112.2384,-8.01898,636563,9113459,5.46213,17.37764,11.53222,7
1,0,0,112.2383,-8.01897,636563,9113459,5.46213,17.37764,11.53737,7
1,0,0,112.23835,-8.01884,636563,9113459,5.46213,17.37764,11.52299,7
1,0,0,112.23822,-8.01893,636563,9113459,5.46213,17.37764,11.53995,7
1,0,0,112.23794,-8.01877,636313,9113459,5.46223,17.37764,11.54628,7
1,0,0,112.23805,-8.01885,636563,9113459,5.46213,17.37764,11.54525,7
1,0,0,112.23843,-8.01942,636563,9113459,5.46213,17.37764,11.56694,7
1,0,0,112.23753,-8.01902,636313,9113459,5.46223,17.37764,11.59584,7
1,0,0,112.23768,-8.01852,636313,9113459,5.46223,17.37764,11.5427,7
1,0,0,112.23719,-8.01884,636313,9113459,5.46223,17.37764,11.6041,7
1,0,0,112.23711,-8.01889,636313,9113459,5.46223,17.37764,11.61463,7
1,2,0,112.23727,-8.01863,636313,9113459,5.46223,17.37764,11.58112,7
1,1,0,112.23699,-8.019,636313,9113459,5.46223,17.37764,11.63292,7
1,0,0,112.2371,-8.01903,636313,9113459,5.46223,17.37764,11.62764,7
2,2,0,112.23693,-8.01909,636313,9113459,5.46223,17.37764,11.64387,7
1,0,0,112.23688,-8.01859,636313,9113459,5.46223,17.37764,11.60518,7
1,0,0,112.23697,-8.01854,636313,9113459,5.46223,17.37764,11.59447,7
1,2,0,112.23679,-8.01829,636313,9113459,5.46223,17.37764,11.58671,7
1,2,0,112.237,-8.01806,636313,9113459,5.46223,21.34154,11.55145,7
1,0,0,112.23669,-8.01847,636313,9113459,5.46223,17.37764,11.6088,7
1,0,0,112.23667,-8.01888,636313,9113459,5.46223,17.37764,11.64502,7
1,0,0,112.23674,-8.01891,636313,9113459,5.46223,17.37764,11.64208,7
1,2,0,112.23651,-8.01888,636313,9113459,5.46223,17.37764,11.65649,7
1,0,0,112.23643,-8.01889,636313,9113459,5.46223,17.37764,11.66285,7
1,2,0,112.23632,-8.01891,636313,9113459,5.46223,17.37764,11.67178,7
1,0,0,112.23624,-8.01869,636313,9113459,5.46223,17.37764,11.65929,7
1,0,0,112.23638,-8.01866,636313,9113459,5.46223,17.37764,11.6469,7
1,0,0,112.23609,-8.01871,636313,9113459,5.46223,17.37764,11.67102,7
1,0,0,112.23591,-8.01899,636313,9113459,5.46223,17.37764,11.70829,7
1,0,0,112.23569,-8.0187,636063,9113459,5.4619,17.37764,11.69934,7
1,0,0,112.23577,-8.01873,636313,9113459,5.46223,17.37764,11.69574,7
1,2,0,112.23517,-8.01871,636063,9113459,5.4619,17.37764,11.73681,7
1,1,0,112.23916,-8.01826,636563,9113459,5.46213,16.80903,11.41747,7
1,0,0,112.23945,-8.01836,636563,9113459,5.46213,16.80903,11.40568,7
1,0,0,112.23938,-8.0181,636563,9113459,5.46213,16.80903,11.3888,7
1,0,0,112.2393,-8.01808,636563,9113459,5.46213,16.80903,11.39158,7
1,0,0,112.23904,-8.01798,636563,9113459,5.46213,19.40629,11.40202,7
1,0,0,112.23909,-8.01802,636563,9113459,5.46213,19.40629,11.40172,7
1,0,0,112.23955,-8.01828,636563,9113459,5.46213,16.80903,11.39252,7
1,0,0,112.23953,-8.01819,636563,9113459,5.46213,16.80903,11.38569,7
1,0,0,112.23965,-8.01824,636563,9113459,5.46213,16.80903,11.3811,7
1,0,0,112.23977,-8.01827,636563,9113459,5.46213,16.80903,11.37594,7
1,0,0,112.23977,-8.01827,636563,9113459,5.46213,16.80903,11.37594,7
1,0,0,112.23984,-8.0183,636563,9113459,5.46213,16.80903,11.37348,7
1,0,0,112.23981,-8.01818,636563,9113459,5.46213,16.80903,11.36551,7
1,0,0,112.23977,-8.01807,636563,9113459,5.46213,16.80903,11.35864,7
1,0,0,112.23959,-8.01807,636563,9113459,5.46213,16.80903,11.37078,7
1,0,0,112.23964,-8.01796,636563,9113459,5.46213,19.40629,11.35877,7
1,0,0,112.23998,-8.01801,636563,9113459,5.46213,19.40629,11.33869,7
1,0,0,112.23996,-8.01792,636563,9113459,5.46213,19.40629,11.3329,7
1,0,0,112.23998,-8.01784,636563,9113459,5.46213,19.40629,11.32451,7
1,0,0,112.24001,-8.01777,636563,9113459,5.46213,19.40629,11.31665,7
1,0,0,112.23979,-8.01787,636563,9113459,5.46213,19.40629,11.34016,7
1,0,0,112.23969,-8.01788,636563,9113459,5.46213,19.40629,11.34732,7
1,0,0,112.23973,-8.01775,636563,9113459,5.46213,19.40629,11.3338,7
1,0,0,112.23981,-8.01762,636563,9113459,5.46213,19.40629,11.31727,7
1,0,0,112.23945,-8.01776,636563,9113459,5.46213,19.40629,11.35404,7
1,0,0,112.23946,-8.01764,636563,9113459,5.46213,19.40629,11.34347,7
1,0,0,112.23939,-8.01766,636563,9113459,5.46213,19.40629,11.34945,7
1,0,0,112.23952,-8.01753,636563,9113459,5.46213,19.40629,11.32967,7
1,0,0,112.23943,-8.01749,636563,9113459,5.46213,19.40629,11.33225,7
1,0,0,112.23949,-8.01741,636563,9113459,5.46213,19.40629,11.32129,7
1,0,0,112.23959,-8.01746,636563,9113459,5.46213,19.40629,11.31905,7
1,0,0,112.2399,-8.01742,636563,9113459,5.46213,19.40629,11.29425,7
1,0,0,112.24001,-8.01724,636563,9113709,6.07532,19.40629,11.27057,7
1,0,0,112.23967,-8.01727,636563,9113709,6.07532,19.40629,11.29629,7
1,0,0,112.23941,-8.01734,636563,9113459,5.46213,19.40629,11.32078,7
1,0,0,112.23945,-8.01722,636563,9113709,6.07532,19.40629,11.30757,7
1,0,0,112.23939,-8.01718,636563,9113709,6.07532,19.40629,11.30872,7
1,0,0,112.23968,-8.01982,636563,9113209,4.90484,16.80903,11.51662,7
1,0,0,112.23745,-8.01909,636313,9113459,5.46223,17.37764,11.60749,7
5,0,1,112.23757,-8.01865,636313,9113459,5.46223,17.37764,11.56183,7
1,1,0,112.23678,-8.01862,636313,9113459,5.46223,17.37764,11.61448,7
1,0,0,112.23663,-8.01863,636313,9113459,5.46223,17.37764,11.62582,7
1,2,0,112.23561,-8.01891,636063,9113459,5.4619,17.37764,11.72291,7
5,0,1,112.23535,-8.01869,636063,9113459,5.4619,17.37764,11.72232,7
1,0,0,112.23544,-8.0187,636063,9113459,5.4619,17.37764,11.7166,7
1,0,0,112.23553,-8.01871,636063,9113459,5.4619,17.37764,11.71175,7
1,0,0,112.23961,-8.01977,636563,9113209,4.90484,16.80903,11.51628,7
1,2,0,112.23957,-8.01984,636563,9113209,4.90484,16.80903,11.52497,7
1,0,0,112.23591,-8.01871,636313,9113459,5.46223,17.37764,11.68482,7
1,0,0,112.23577,-8.01895,636063,9113459,5.4619,17.37764,11.71501,7
1,0,0,112.34742,-7.88522,648563,9128209,96.4966,107.606,7.5285,4
1,2,0,112.34751,-7.88507,648563,9128209,96.4966,107.606,7.54861,4
1,2,0,112.34742,-7.88471,648563,9128209,96.4966,107.606,7.57257,4
1,2,0,112.34828,-7.88355,648563,9128459,94.8129,107.606,7.73238,4
1,0,0,112.34885,-7.8827,648813,9128459,90.5973,107.606,7.84517,4
6,0,1,112.34724,-7.88528,648563,9128209,96.4966,107.606,7.51133,4
6,0,1,112.34807,-7.88449,648563,9128209,96.4966,107.606,7.63659,4
6,2,1,112.34732,-7.8843,648563,9128209,96.4966,107.606,7.60149,4
4,0,1,112.34836,-7.88382,648563,9128209,96.4966,107.606,7.71433,4
6,0,1,112.34811,-7.88376,648563,9128209,96.4966,107.606,7.70254,4
5,0,1,112.3478,-7.88366,648563,9128209,96.4966,107.606,7.69044,4
6,0,1,112.34768,-7.88325,648563,9128459,94.8129,107.606,7.71769,4
6,0,1,112.34942,-7.88427,648813,9128209,92.1379,107.606,7.75066,4
6,0,1,112.34914,-7.88434,648813,9128209,92.1379,107.606,7.72423,4
6,0,1,112.34875,-7.88444,648813,9128209,92.1379,107.606,7.68855,4
6,0,1,112.34921,-7.88326,648813,9128459,90.5973,107.606,7.82163,4
6,0,1,112.34832,-7.88308,648563,9128459,94.8129,107.606,7.77562,4
6,0,1,112.34817,-7.88257,648563,9128459,94.8129,107.606,7.81005,4
4,1,1,112.34881,-7.88248,648813,9128459,90.5973,107.606,7.86141,4
0,0,2,112.34714,-7.88585,648563,9127959,98.046,107.606,7.45537,4
0,0,2,112.34722,-7.88568,648563,9128209,96.4966,107.606,7.47614,4
0,0,2,112.34721,-7.88559,648563,9128209,96.4966,107.606,7.48307,4
0,0,2,112.34734,-7.8855,648563,9128209,96.4966,107.606,7.49904,4
0,0,2,112.34735,-7.88539,648563,9128209,96.4966,107.606,7.50976,4
0,0,2,112.34713,-7.88543,648563,9128209,96.4966,107.606,7.49116,4
2,0,2,112.34713,-7.8852,648563,9128209,96.4966,107.606,7.51083,4
0,0,2,112.34706,-7.88519,648563,9128209,96.4966,111.30548,7.5068,4
0,0,2,112.34681,-7.88528,648563,9128209,96.4966,111.30548,7.48188,4
0,0,2,112.34671,-7.88525,648563,9128209,96.4966,111.30548,7.47756,4
0,0,2,112.34685,-7.8852,648563,9128209,96.4966,111.30548,7.49174,4
0,0,2,112.347,-7.88513,648563,9128209,96.4966,111.30548,7.50829,4
0,0,2,112.34684,-7.88508,648563,9128209,96.4966,111.30548,7.50116,4
0,0,2,112.34676,-7.88505,648563,9128209,96.4966,111.30548,7.49821,4
0,1,2,112.34688,-7.88642,648563,9127959,98.046,111.30548,7.38881,4
0,0,2,112.34698,-7.8863,648563,9127959,98.046,111.30548,7.40581,4
0,1,2,112.34762,-7.88559,648563,9128209,96.4966,107.606,7.51189,4
0,0,2,112.34753,-7.88556,648563,9128209,96.4966,107.606,7.50817,4
0,0,2,112.34751,-7.88563,648563,9128209,96.4966,107.606,7.50034,4
0,0,2,112.34758,-7.88547,648563,9128209,96.4966,107.606,7.51889,4
0,0,2,112.34725,-7.88509,648563,9128209,96.4966,107.606,7.52859,4
0,0,2,112.34719,-7.88506,648563,9128209,96.4966,107.606,7.52685,4
0,0,2,112.34691,-7.88492,648563,9128209,96.4966,111.30548,7.51975,4
0,0,2,112.34761,-7.88534,648563,9128209,96.4966,107.606,7.53247,4
0,0,2,112.34765,-7.88525,648563,9128209,96.4966,107.606,7.54284,4
0,0,2,112.34771,-7.88519,648563,9128209,96.4966,107.606,7.55129,4
0,0,2,112.34771,-7.8851,648563,9128209,96.4966,107.606,7.55945,4
0,0,2,112.34774,-7.88501,648563,9128209,96.4966,107.606,7.56914,4
0,0,2,112.34753,-7.88496,648563,9128209,96.4966,107.606,7.55908,4
0,0,2,112.34779,-7.88494,648563,9128209,96.4966,107.606,7.57882,4
0,0,2,112.3478,-7.88487,648563,9128209,96.4966,107.606,7.58582,4
0,0,2,112.34751,-7.88485,648563,9128209,96.4966,107.606,7.56739,4
0,2,2,112.34756,-7.88478,648563,9128209,96.4966,107.606,7.57646,4
2,2,2,112.34761,-7.88469,648563,9128209,96.4966,107.606,7.5876,4
2,2,2,112.3478,-7.88464,648563,9128209,96.4966,107.606,7.60484,4
2,0,2,112.34789,-7.88466,648563,9128209,96.4966,107.606,7.60939,4
0,0,2,112.34764,-7.88455,648563,9128209,96.4966,107.606,7.60201,4
0,0,2,112.34766,-7.88442,648563,9128209,96.4966,107.606,7.61469,4
0,0,2,112.34754,-7.8844,648563,9128209,96.4966,107.606,7.60812,4
0,0,2,112.34742,-7.88437,648563,9128209,96.4966,107.606,7.60221,4
0,0,2,112.34787,-7.88445,648563,9128209,96.4966,107.606,7.62636,4
0,0,2,112.3479,-7.88435,648563,9128209,96.4966,107.606,7.6368,4
0,0,2,112.3477,-7.88436,648563,9128209,96.4966,107.606,7.62277,4
2,2,2,112.34812,-7.88449,648563,9128209,96.4966,107.606,7.6407,4
0,0,2,112.34772,-7.88426,648563,9128209,96.4966,107.606,7.63241,4
0,0,2,112.34761,-7.8842,648563,9128209,96.4966,107.606,7.63041,4
0,0,2,112.34755,-7.88416,648563,9128209,96.4966,107.606,7.62935,4
0,0,2,112.34744,-7.88413,648563,9128209,96.4966,107.606,7.62473,4
0,0,2,112.34773,-7.88408,648563,9128209,96.4966,107.606,7.64925,4
0,0,2,112.34761,-7.88403,648563,9128209,96.4966,107.606,7.64514,4
0,0,2,112.34735,-7.88386,648563,9128209,96.4966,107.606,7.6419,4
0,0,2,112.34781,-7.88394,648563,9128209,96.4966,107.606,7.66655,4
0,0,2,112.34798,-7.88402,648563,9128209,96.4966,107.606,7.67115,4
0,0,2,112.34814,-7.88409,648563,9128209,96.4966,107.606,7.67637,4
0,0,2,112.34808,-7.88423,648563,9128209,96.4966,107.606,7.66012,4
0,0,2,112.3483,-7.88413,648563,9128209,96.4966,107.606,7.68381,4
0,0,2,112.34817,-7.88399,648563,9128209,96.4966,107.606,7.68722,4
0,0,2,112.34834,-7.88399,648563,9128209,96.4966,107.606,7.6992,4
0,0,2,112.34803,-7.88393,648563,9128209,96.4966,107.606,7.68279,4
0,0,2,112.34811,-7.88386,648563,9128209,96.4966,107.606,7.69462,4
0,0,2,112.34826,-7.8838,648563,9128209,96.4966,107.606,7.70949,4
0,0,2,112.3477,-7.88364,648563,9128209,96.4966,107.606,7.68447,4
0,0,2,112.3476,-7.88371,648563,9128209,96.4966,107.606,7.67205,4
0,0,2,112.34752,-7.88361,648563,9128209,96.4966,107.606,7.67498,4
2,2,2,112.34732,-7.8836,648563,9128209,96.4966,107.606,7.66222,4
0,0,2,112.34744,-7.88354,648563,9128459,94.8129,107.606,7.67557,4
0,0,2,112.34726,-7.88352,648563,9128459,94.8129,107.606,7.66548,4
2,0,2,112.34713,-7.88361,648563,9128209,96.4966,107.606,7.64835,4
0,0,2,112.34713,-7.88348,648563,9128459,94.8129,107.606,7.6603,4
0,0,2,112.34705,-7.88343,648563,9128459,94.8129,111.30548,7.65957,4
2,2,2,112.3469,-7.88375,648563,9128209,96.4966,111.30548,7.6213,4
0,0,2,112.3472,-7.88368,648563,9128209,96.4966,107.606,7.64784,4
0,0,2,112.34692,-7.88365,648563,9128209,96.4966,111.30548,7.63065,4
0,0,2,112.34703,-7.88375,648563,9128209,96.4966,111.30548,7.62929,4
0,0,2,112.34668,-7.88369,648563,9128209,96.4966,111.30548,7.61096,4
0,0,2,112.34658,-7.88337,648563,9128459,94.8129,111.30548,7.63291,4
0,0,2,112.34685,-7.88338,648563,9128459,94.8129,111.30548,7.64936,4
0,0,2,112.34629,-7.88328,648313,9128459,99.0467,111.30548,7.62086,4
0,0,2,112.34699,-7.8832,648563,9128459,94.8129,111.30548,7.67523,4
0,0,2,112.34692,-7.88318,648563,9128459,94.8129,111.30548,7.67267,4
0,0,2,112.34728,-7.88326,648563,9128459,94.8129,107.606,7.68962,4
0,0,2,112.3472,-7.88325,648563,9128459,94.8129,107.606,7.68496,4
0,0,2,112.34712,-7.88323,648563,9128459,94.8129,107.606,7.68137,4
0,0,2,112.34755,-7.88313,648563,9128459,94.8129,107.606,7.71912,4
0,0,2,112.34772,-7.88316,648563,9128459,94.8129,107.606,7.72822,4
0,0,2,112.34786,-7.88346,648563,9128459,94.8129,107.606,7.71165,4
0,0,2,112.34774,-7.88342,648563,9128459,94.8129,107.606,7.70651,4
0,0,2,112.34756,-7.88339,648563,9128459,94.8129,107.606,7.69685,4
0,0,2,112.3492,-7.88419,648813,9128209,92.1379,107.606,7.74131,4
0,0,2,112.34933,-7.88415,648813,9128209,92.1379,107.606,7.75374,4
0,1,2,112.34905,-7.88423,648813,9128209,92.1379,107.606,7.72777,4
0,0,2,112.34886,-7.88433,648813,9128209,92.1379,107.606,7.70577,4
0,0,2,112.34867,-7.88424,648563,9128209,96.4966,107.606,7.70079,4
0,0,2,112.34877,-7.88411,648813,9128209,92.1379,107.606,7.71816,4
0,0,2,112.34881,-7.88396,648813,9128209,92.1379,107.606,7.73384,4
0,2,2,112.34888,-7.88395,648813,9128209,92.1379,107.606,7.74002,4
0,0,2,112.34873,-7.88393,648563,9128209,96.4966,107.606,7.73134,4
2,2,2,112.34864,-7.88405,648563,9128209,96.4966,107.606,7.71396,4
0,0,2,112.34783,-7.8838,648563,9128209,96.4966,107.606,7.68005,4
2,0,2,112.34879,-7.88375,648813,9128209,92.1379,107.606,7.75063,4
0,0,2,112.34874,-7.8836,648813,9128209,92.1379,107.606,7.75963,4
0,0,2,112.34925,-7.88386,648813,9128209,92.1379,107.606,7.77275,4
0,0,2,112.34907,-7.88381,648813,9128209,92.1379,107.606,7.76521,4
0,0,2,112.34926,-7.88375,648813,9128209,92.1379,107.606,7.78331,4
0,0,2,112.3493,-7.88366,648813,9128209,92.1379,107.606,7.79417,4
0,0,2,112.34851,-7.88364,648563,9128209,96.4966,107.606,7.74083,4
0,0,2,112.3484,-7.88361,648563,9128209,96.4966,107.606,7.73522,4
0,0,2,112.34835,-7.88346,648563,9128459,94.8129,107.606,7.74484,4
0,0,2,112.34819,-7.88354,648563,9128459,94.8129,107.606,7.72683,4
0,0,2,112.34809,-7.88351,648563,9128459,94.8129,107.606,7.7228,4
0,0,2,112.3486,-7.88346,648563,9128459,94.8129,107.606,7.76279,4
0,0,2,112.34877,-7.88353,648563,9128459,94.8129,107.606,7.76818,4
0,0,2,112.34888,-7.8834,648813,9128459,90.5973,107.606,7.78727,4
0,0,2,112.34931,-7.88355,648813,9128209,92.1379,107.606,7.80422,4
0,0,2,112.34934,-7.88348,648813,9128459,90.5973,107.606,7.812,4
0,0,2,112.34929,-7.88317,648813,9128459,90.5973,107.606,7.83439,4
0,0,2,112.34927,-7.88307,648813,9128459,90.5973,107.606,7.8426,4
2,0,2,112.34929,-7.88299,648813,9128459,90.5973,107.606,7.85074,4
0,0,2,112.34918,-7.883,648813,9128459,90.5973,107.606,7.84282,4
2,0,2,112.34939,-7.88293,648813,9128459,90.5973,107.606,7.86269,4
0,2,2,112.34929,-7.88286,648813,9128459,90.5973,107.606,7.86166,4
0,0,2,112.34891,-7.88322,648813,9128459,90.5973,107.606,7.80469,4
0,0,2,112.3482,-7.8833,648563,9128459,94.8129,107.606,7.74878,4
2,2,2,112.34854,-7.88328,648563,9128459,94.8129,107.606,7.77321,4
0,0,2,112.34862,-7.88329,648563,9128459,94.8129,107.606,7.7785,4
0,0,2,112.34871,-7.88317,648563,9128459,94.8129,107.606,7.79485,4
0,0,2,112.34873,-7.88311,648563,9128459,94.8129,107.606,7.80177,4
0,0,2,112.34801,-7.88319,648563,9128459,94.8129,107.606,7.74512,4
0,0,2,112.34804,-7.883,648563,9128459,94.8129,107.606,7.76379,4
0,0,2,112.34792,-7.88282,648563,9128459,94.8129,107.606,7.77101,4
0,0,2,112.34808,-7.88286,648563,9128459,94.8129,107.606,7.77871,4
0,0,2,112.34755,-7.88301,648563,9128459,94.8129,107.606,7.72932,4
0,0,2,112.34759,-7.88281,648563,9128459,94.8129,107.606,7.74923,4
0,2,2,112.34751,-7.8828,648563,9128459,94.8129,107.606,7.74522,4
0,0,2,112.34844,-7.88311,648563,9128459,94.8129,107.606,7.78129,4
0,0,2,112.34834,-7.88295,648563,9128459,94.8129,107.606,7.78878,4
0,0,2,112.34873,-7.88294,648563,9128459,94.8129,107.606,7.81546,4
0,0,2,112.34864,-7.88293,648563,9128459,94.8129,107.606,7.81102,4
0,0,2,112.349,-7.88298,648813,9128459,90.5973,107.606,7.83089,4
2,2,2,112.34807,-7.88271,648563,9128459,94.8129,107.606,7.79094,4
0,0,2,112.34911,-7.88275,648813,9128459,90.5973,107.606,7.85907,4
0,0,2,112.3488,-7.88277,648813,9128459,90.5973,107.606,7.83639,4
0,0,2,112.34877,-7.88283,648563,9128459,94.8129,107.606,7.82865,4
0,0,2,112.34858,-7.88268,648563,9128459,94.8129,107.606,7.82824,4
0,0,2,112.34815,-7.88249,648563,9128459,94.8129,107.606,7.81554,4
2,0,2,112.34849,-7.88248,648563,9128459,94.8129,107.606,7.83969,4
0,0,2,112.34889,-7.88264,648813,9128459,90.5973,107.606,7.85333,4
0,0,2,112.34875,-7.88258,648563,9128459,94.8129,107.606,7.84829,4
0,0,2,112.34839,-7.88268,648563,9128459,94.8129,107.606,7.81566,4
0,0,2,112.34843,-7.88261,648563,9128459,94.8129,107.606,7.82465,4
0,0,2,112.34896,-7.88256,648813,9128459,90.5973,107.606,7.86523,4
0,0,2,112.34899,-7.88247,648813,9128459,90.5973,107.606,7.87512,4
0,0,2,112.34919,-7.88257,648813,9128459,90.5973,107.606,7.87975,4
0,0,2,112.34921,-7.8825,648813,9128459,90.5973,107.606,7.88767,4
0,0,2,112.34924,-7.88244,648813,9128459,90.5973,107.606,7.89429,4
0,0,2,112.34927,-7.88234,648813,9128459,90.5973,107.606,7.90563,4
0,0,2,112.34903,-7.88232,648813,9128459,90.5973,107.606,7.89011,4
0,0,2,112.34821,-7.88233,648563,9128459,94.8129,107.606,7.8336,4
3,2,3,112.34689,-7.88533,648563,9128209,96.4966,111.30548,7.48246,4
3,2,3,112.348,-7.8843,648563,9128209,96.4966,107.606,7.64815,4
3,0,3,112.34908,-7.88409,648813,9128209,92.1379,107.606,7.74207,4
3,0,3,112.34895,-7.8831,648813,9128459,90.5973,107.606,7.81784,4
3,2,3,112.34995,-7.88241,648813,9128459,90.5973,107.606,7.94673,4
3,2,3,112.34805,-7.88236,648563,9128459,94.8129,107.606,7.82044,4
1,0,0,112.35183,-7.88631,649063,9127959,89.0977,104.29058,7.75456,4
1,0,0,112.3519,-7.88441,649063,9128209,87.8215,104.29058,7.91595,4
1,0,0,112.35239,-7.88446,649063,9128209,87.8215,104.29058,7.94842,4
1,0,0,112.35244,-7.88436,649063,9128209,87.8215,104.29058,7.96039,4
1,2,0,112.35247,-7.88426,649063,9128209,87.8215,104.29058,7.97038,4
1,0,0,112.35214,-7.88393,649063,9128209,87.8215,104.29058,7.97357,4
1,0,0,112.35197,-7.88385,649063,9128209,87.8215,104.29058,7.96795,4
1,0,0,112.352,-7.88378,649063,9128209,87.8215,104.29058,7.97607,4
1,0,0,112.35266,-7.8838,649063,9128209,87.8215,104.29058,8.02272,4
1,0,0,112.35265,-7.88372,649063,9128209,87.8215,104.29058,8.02822,4
1,2,0,112.35225,-7.88367,649063,9128209,87.8215,104.29058,8.00284,4
1,0,0,112.35211,-7.88347,649063,9128459,86.4194,104.29058,8.01015,4
1,0,0,112.35218,-7.88351,649063,9128459,86.4194,104.29058,8.01177,4
1,0,0,112.35181,-7.8834,649063,9128459,86.4194,104.29058,7.99394,4
1,0,0,112.35252,-7.88341,649063,9128459,86.4194,104.29058,8.0446,4
1,0,0,112.35264,-7.88339,649063,9128459,86.4194,104.29058,8.05541,4
1,0,0,112.35236,-7.88331,649063,9128459,86.4194,104.29058,8.0415,4
1,0,0,112.35204,-7.88297,649063,9128459,86.4194,104.29058,8.04689,4
1,0,0,112.35267,-7.88328,649063,9128459,86.4194,104.29058,8.06679,4
1,0,0,112.35273,-7.88302,649063,9128459,86.4194,104.29058,8.09199,4
1,0,0,112.35273,-7.88313,649063,9128459,86.4194,104.29058,8.0832,4
1,0,0,112.35256,-7.88309,649063,9128459,86.4194,104.29058,8.07369,4
1,0,0,112.35233,-7.88296,649063,9128459,86.4194,104.29058,8.06843,4
1,0,0,112.35273,-7.88265,649063,9128459,86.4194,104.29058,8.123,4
1,0,0,112.35273,-7.88258,649063,9128459,86.4194,104.29058,8.12863,4
1,0,0,112.35266,-7.88234,649063,9128459,86.4194,104.29058,8.14359,4
4,0,1,112.35159,-7.88632,649063,9127959,89.0977,107.606,7.73568,4
4,0,1,112.35201,-7.88589,649063,9127959,89.0977,104.29058,7.80231,4
